experiment_id,scenario_id,mode,partition_point,load_model_name,active_server_model_name,load_rps_target,duration_s
exp_tuesday,23,split,layer2.0,resnet18_tail_after_layer2_0,resnet18_tail_after_layer2_0,120.0,25.0
exp_tuesday,24,split,layer2.0,resnet18_tail_after_layer2_0,resnet18_tail_after_layer2_0,150.0,25.0
exp_tuesday,25,split,layer2.0,resnet18_tail_after_layer2_0,resnet18_tail_after_layer2_0,155.0,25.0
exp_tuesday,26,split,layer2.1,resnet18_tail_after_layer2_1,resnet18_tail_after_layer2_1,0.0,25.0
exp_tuesday,27,split,layer2.1,resnet18_tail_after_layer2_1,resnet18_tail_after_layer2_1,100.0,25.0
exp_tuesday,28,split,layer2.1,resnet18_tail_after_layer2_1,resnet18_tail_after_layer2_1,120.0,25.0
exp_tuesday,29,split,layer2.1,resnet18_tail_after_layer2_1,resnet18_tail_after_layer2_1,150.0,25.0
exp_tuesday,30,split,layer2.1,resnet18_tail_after_layer2_1,resnet18_tail_after_layer2_1,155.0,25.0
exp_tuesday,31,split,layer3.0,resnet18_tail_after_layer3_0,resnet18_tail_after_layer3_0,0.0,25.0
exp_tuesday,32,split,layer3.0,resnet18_tail_after_layer3_0,resnet18_tail_after_layer3_0,100.0,25.0
exp_tuesday,33,split,layer3.0,resnet18_tail_after_layer3_0,resnet18_tail_after_layer3_0,120.0,25.0
exp_tuesday,34,split,layer3.0,resnet18_tail_after_layer3_0,resnet18_tail_after_layer3_0,150.0,25.0
exp_tuesday,35,split,layer3.0,resnet18_tail_after_layer3_0,resnet18_tail_after_layer3_0,155.0,25.0
exp_tuesday,36,split,layer3.1,resnet18_tail_after_layer3_1,resnet18_tail_after_layer3_1,0.0,25.0
exp_tuesday,37,split,layer3.1,resnet18_tail_after_layer3_1,resnet18_tail_after_layer3_1,100.0,25.0
exp_tuesday,38,split,layer3.1,resnet18_tail_after_layer3_1,resnet18_tail_after_layer3_1,120.0,25.0
exp_tuesday,39,split,layer3.1,resnet18_tail_after_layer3_1,resnet18_tail_after_layer3_1,150.0,25.0
exp_tuesday,40,split,layer3.1,resnet18_tail_after_layer3_1,resnet18_tail_after_layer3_1,155.0,25.0
exp_tuesday,41,split,layer4.0,resnet18_tail_after_layer4_0,resnet18_tail_after_layer4_0,0.0,25.0
exp_tuesday,42,split,layer4.0,resnet18_tail_after_layer4_0,resnet18_tail_after_layer4_0,100.0,25.0
exp_tuesday,43,split,layer4.0,resnet18_tail_after_layer4_0,resnet18_tail_after_layer4_0,120.0,25.0
exp_tuesday,44,split,layer4.0,resnet18_tail_after_layer4_0,resnet18_tail_after_layer4_0,150.0,25.0
exp_tuesday,45,split,layer4.0,resnet18_tail_after_layer4_0,resnet18_tail_after_layer4_0,155.0,25.0
exp_tuesday,46,split,layer4.1,resnet18_tail_after_layer4_1,resnet18_tail_after_layer4_1,0.0,25.0
exp_tuesday,47,split,layer4.1,resnet18_tail_after_layer4_1,resnet18_tail_after_layer4_1,100.0,25.0
exp_tuesday,48,split,layer4.1,resnet18_tail_after_layer4_1,resnet18_tail_after_layer4_1,120.0,25.0
exp_tuesday,49,split,layer4.1,resnet18_tail_after_layer4_1,resnet18_tail_after_layer4_1,150.0,25.0
exp_tuesday,50,split,layer4.1,resnet18_tail_after_layer4_1,resnet18_tail_after_layer4_1,155.0,25.0
exp_tuesday,51,full_local,,,,0.0,25.0
