experiment_id,scenario_id,mode,partition_point,load_model_name,active_server_model_name,load_rps_target,duration_s
exp_tuesday,1,full_server,,resnet18_full,resnet18_full,0.0,25.0
exp_tuesday,2,full_server,,resnet18_full,resnet18_full,100.0,25.0
exp_tuesday,3,full_server,,resnet18_full,resnet18_full,120.0,25.0
exp_tuesday,4,full_server,,resnet18_full,resnet18_full,150.0,25.0
exp_tuesday,5,full_server,,resnet18_full,resnet18_full,155.0,25.0
exp_tuesday,6,split,stem,resnet18_tail_after_stem,resnet18_tail_after_stem,0.0,25.0
exp_tuesday,7,split,stem,resnet18_tail_after_stem,resnet18_tail_after_stem,100.0,25.0
exp_tuesday,8,split,stem,resnet18_tail_after_stem,resnet18_tail_after_stem,120.0,25.0
exp_tuesday,9,split,stem,resnet18_tail_after_stem,resnet18_tail_after_stem,150.0,25.0
exp_tuesday,10,split,stem,resnet18_tail_after_stem,resnet18_tail_after_stem,155.0,25.0
exp_tuesday,11,split,layer1.0,resnet18_tail_after_layer1_0,resnet18_tail_after_layer1_0,0.0,25.0
exp_tuesday,12,split,layer1.0,resnet18_tail_after_layer1_0,resnet18_tail_after_layer1_0,100.0,25.0
exp_tuesday,13,split,layer1.0,resnet18_tail_after_layer1_0,resnet18_tail_after_layer1_0,120.0,25.0
exp_tuesday,14,split,layer1.0,resnet18_tail_after_layer1_0,resnet18_tail_after_layer1_0,150.0,25.0
exp_tuesday,15,split,layer1.0,resnet18_tail_after_layer1_0,resnet18_tail_after_layer1_0,155.0,25.0
exp_tuesday,16,split,layer1.1,resnet18_tail_after_layer1_1,resnet18_tail_after_layer1_1,0.0,25.0
exp_tuesday,17,split,layer1.1,resnet18_tail_after_layer1_1,resnet18_tail_after_layer1_1,100.0,25.0
exp_tuesday,18,split,layer1.1,resnet18_tail_after_layer1_1,resnet18_tail_after_layer1_1,120.0,25.0
exp_tuesday,19,split,layer1.1,resnet18_tail_after_layer1_1,resnet18_tail_after_layer1_1,150.0,25.0
exp_tuesday,20,split,layer1.1,resnet18_tail_after_layer1_1,resnet18_tail_after_layer1_1,155.0,25.0
exp_tuesday,21,split,layer2.0,resnet18_tail_after_layer2_0,resnet18_tail_after_layer2_0,0.0,25.0
exp_tuesday,22,split,layer2.0,resnet18_tail_after_layer2_0,resnet18_tail_after_layer2_0,100.0,25.0
