experiment_id,scenario_id,mode,partition_point,load_model_name,active_server_model_name,load_rps_target,duration_s
exp_001,64,split,layer3.1,resnet18_tail_after_layer3_1,resnet18_tail_after_layer3_1,160.0,25.0
exp_001,65,split,layer4.0,resnet18_tail_after_layer4_0,resnet18_tail_after_layer4_0,0.0,25.0
exp_001,66,split,layer4.0,resnet18_tail_after_layer4_0,resnet18_tail_after_layer4_0,90.0,25.0
exp_001,67,split,layer4.0,resnet18_tail_after_layer4_0,resnet18_tail_after_layer4_0,100.0,25.0
exp_001,68,split,layer4.0,resnet18_tail_after_layer4_0,resnet18_tail_after_layer4_0,120.0,25.0
exp_001,69,split,layer4.0,resnet18_tail_after_layer4_0,resnet18_tail_after_layer4_0,130.0,25.0
exp_001,70,split,layer4.0,resnet18_tail_after_layer4_0,resnet18_tail_after_layer4_0,140.0,25.0
exp_001,71,split,layer4.0,resnet18_tail_after_layer4_0,resnet18_tail_after_layer4_0,150.0,25.0
exp_001,72,split,layer4.0,resnet18_tail_after_layer4_0,resnet18_tail_after_layer4_0,160.0,25.0
exp_001,73,split,layer4.1,resnet18_tail_after_layer4_1,resnet18_tail_after_layer4_1,0.0,25.0
exp_001,74,split,layer4.1,resnet18_tail_after_layer4_1,resnet18_tail_after_layer4_1,90.0,25.0
exp_001,75,split,layer4.1,resnet18_tail_after_layer4_1,resnet18_tail_after_layer4_1,100.0,25.0
exp_001,76,split,layer4.1,resnet18_tail_after_layer4_1,resnet18_tail_after_layer4_1,120.0,25.0
exp_001,77,split,layer4.1,resnet18_tail_after_layer4_1,resnet18_tail_after_layer4_1,130.0,25.0
exp_001,78,split,layer4.1,resnet18_tail_after_layer4_1,resnet18_tail_after_layer4_1,140.0,25.0
exp_001,79,split,layer4.1,resnet18_tail_after_layer4_1,resnet18_tail_after_layer4_1,150.0,25.0
exp_001,80,split,layer4.1,resnet18_tail_after_layer4_1,resnet18_tail_after_layer4_1,160.0,25.0
exp_001,81,full_local,,,,0.0,25.0
